x y
0.000000 0.000000
0.016223 0.083632
0.025649 0.150216
0.033919 0.201301
0.041527 0.238598
0.048544 0.263619
0.054587 0.277360
0.057639 0.279809
0.051495 0.273300
0.040806 0.270336
0.040418 0.268782
0.045039 0.265915
0.049686 0.263132
0.054357 0.260424
0.059049 0.257782
0.063761 0.255202
0.068489 0.252676
0.073234 0.250201
0.077994 0.247773
0.082767 0.245389
0.087553 0.243045
0.092351 0.240739
0.097161 0.238469
0.101981 0.236233
0.106811 0.234029
0.111651 0.231855
0.116500 0.229710
0.121357 0.227593
0.126223 0.225502
0.131097 0.223435
0.135978 0.221393
0.140867 0.219374
0.145762 0.217377
0.150665 0.215402
0.155574 0.213447
0.160489 0.211511
0.165410 0.209595
0.170337 0.207698
0.175270 0.205818
0.180208 0.203956
0.185151 0.202111
0.190100 0.200282
0.195054 0.198469
0.200012 0.196671
0.204976 0.194888
0.209943 0.193120
0.214916 0.191366
0.219892 0.189626
0.224873 0.187899
0.229858 0.186186
0.234848 0.184485
0.239841 0.182796
0.244838 0.181120
0.249838 0.179456
0.254843 0.177803
0.259850 0.176161
0.264862 0.174531
0.269877 0.172911
0.274895 0.171302
0.279916 0.169704
0.284941 0.168115
0.289968 0.166536
0.294999 0.164967
0.300033 0.163408
0.305070 0.161858
0.310109 0.160317
0.315152 0.158785
0.320197 0.157261
0.325245 0.155746
0.330295 0.154240
0.335348 0.152742
0.340404 0.151252
0.345462 0.149770
0.350523 0.148295
0.355586 0.146828
0.360651 0.145369
0.365719 0.143917
0.370789 0.142472
0.375861 0.141034
0.380936 0.139604
0.386012 0.138180
0.391091 0.136763
0.396172 0.135352
0.401255 0.133948
0.406340 0.132550
0.411426 0.131158
0.416515 0.129773
0.421606 0.128393
0.426698 0.127020
0.431792 0.125652
0.436889 0.124290
0.441986 0.122933
0.447086 0.121583
0.452188 0.120237
0.457291 0.118897
0.462395 0.117562
0.467502 0.116233
0.472610 0.114908
0.477719 0.113589
0.482830 0.112274
0.487943 0.110965
0.493057 0.109660
0.498173 0.108359
0.503290 0.107064
0.508409 0.105773
0.513529 0.104487
0.518650 0.103205
0.523773 0.101927
0.528897 0.100654
0.534023 0.099385
0.539149 0.098120
0.544278 0.096859
0.549407 0.095603
0.554538 0.094350
0.559670 0.093102
0.564803 0.091857
0.569937 0.090617
0.575073 0.089380
0.580210 0.088147
0.585348 0.086917
0.590487 0.085692
0.595627 0.084470
0.600769 0.083251
0.605912 0.082036
0.611055 0.080825
0.616200 0.079617
0.621346 0.078413
0.626493 0.077212
0.631641 0.076015
0.636790 0.074821
0.641941 0.073630
0.647092 0.072442
0.652244 0.071258
0.657397 0.070077
0.662552 0.068899
0.667707 0.067725
0.672863 0.066553
0.678021 0.065385
0.683179 0.064220
0.688338 0.063058
0.693499 0.061899
0.698660 0.060743
0.703822 0.059590
0.708985 0.058441
0.714149 0.057294
0.719314 0.056150
0.724480 0.055009
0.729647 0.053872
0.734815 0.052737
0.739984 0.051605
0.745154 0.050476
0.750324 0.049350
0.755496 0.048227
0.760669 0.047107
0.765842 0.045990
0.771017 0.044876
0.776192 0.043765
0.781368 0.042657
0.786545 0.041551
0.791723 0.040449
0.796903 0.039349
0.802083 0.038253
0.807263 0.037159
0.812445 0.036069
0.817628 0.034981
0.822812 0.033896
0.827996 0.032815
0.833182 0.031736
0.838368 0.030660
0.843556 0.029587
0.848744 0.028518
0.853934 0.027451
0.859124 0.026387
0.864315 0.025327
0.869508 0.024269
0.874701 0.023215
0.879895 0.022163
0.885091 0.021115
0.890287 0.020070
0.895484 0.019028
0.900682 0.017990
0.905881 0.016954
0.911082 0.015922
0.916283 0.014893
0.921485 0.013867
0.926689 0.012845
0.931893 0.011826
0.937099 0.010810
0.942305 0.009798
0.947513 0.008790
0.952722 0.007784
0.957932 0.006783
0.963143 0.005784
0.968355 0.004790
0.973568 0.003799
0.978783 0.002811
0.983998 0.001827
0.989215 0.000847
0.994433 -0.000129
0.999652 -0.001101
