x y
0.157015 0.173746
0.151929 0.174154
0.146840 0.174541
0.141747 0.174907
0.136651 0.175251
0.131551 0.175571
0.126447 0.175867
0.121340 0.176137
0.116228 0.176381
0.111111 0.176595
0.105990 0.176780
0.100864 0.176932
0.095732 0.177049
0.090594 0.177130
0.085450 0.177171
0.080299 0.177168
0.075141 0.177119
0.069975 0.177019
0.064800 0.176862
0.059615 0.176642
0.054418 0.176351
0.047048 0.176088
0.035307 0.174121
0.022381 0.167185
0.013063 0.156054
0.007251 0.142661
0.003155 0.126204
-0.000063 0.105097
-0.002577 0.077914
-0.004077 0.043401
0.000000 0.000000
0.014127 0.040976
0.022678 0.073626
0.030214 0.098315
0.037046 0.115711
0.043001 0.126313
0.047238 0.130457
0.047971 0.129266
0.045095 0.126596
0.043404 0.125145
0.046084 0.123570
0.050938 0.121692
0.055803 0.119885
0.060678 0.118141
0.065562 0.116454
0.070454 0.114818
0.075354 0.113229
0.080260 0.111683
0.085173 0.110176
0.090091 0.108707
0.095015 0.107272
0.099944 0.105870
0.104878 0.104497
0.109816 0.103154
0.114759 0.101837
0.119705 0.100546
0.124656 0.099280
0.129610 0.098037
0.134567 0.096816
0.139528 0.095616
0.144492 0.094437
0.149460 0.093277
0.154430 0.092136
0.159403 0.091013
0.164379 0.089908
0.169358 0.088819
0.174339 0.087747
0.179322 0.086690
0.184308 0.085649
0.189296 0.084622
0.194287 0.083609
0.199280 0.082611
0.204275 0.081626
0.209271 0.080653
0.214270 0.079694
0.219271 0.078747
0.224274 0.077812
0.229279 0.076888
0.234285 0.075976
0.239293 0.075076
0.244303 0.074185
0.249315 0.073306
0.254328 0.072437
0.259342 0.071578
0.264359 0.070728
0.269377 0.069889
0.274396 0.069058
0.279417 0.068237
0.284439 0.067425
0.289462 0.066621
0.294487 0.065827
0.299514 0.065040
0.304541 0.064262
0.309570 0.063492
0.314600 0.062729
0.319631 0.061975
0.324664 0.061228
0.329697 0.060488
0.334732 0.059756
0.339768 0.059031
0.344805 0.058312
0.349843 0.057601
0.354882 0.056896
0.359922 0.056198
0.364963 0.055506
0.370006 0.054821
0.375049 0.054142
0.380093 0.053469
0.385138 0.052802
0.390184 0.052141
0.395231 0.051485
0.400279 0.050836
0.405328 0.050192
0.410377 0.049553
0.415428 0.048920
0.420479 0.048292
0.425531 0.047669
0.430584 0.047051
0.435637 0.046439
0.440692 0.045831
0.445747 0.045228
0.450803 0.044630
0.455860 0.044037
0.460917 0.043448
0.465975 0.042864
0.471034 0.042284
0.476094 0.041708
0.481154 0.041137
0.486215 0.040570
0.491276 0.040008
0.496339 0.039449
0.501402 0.038895
0.506465 0.038344
0.511529 0.037798
0.516594 0.037255
0.521659 0.036717
0.526725 0.036182
0.531792 0.035650
0.536859 0.035123
0.541926 0.034599
0.546995 0.034078
0.552063 0.033561
0.557133 0.033048
0.562203 0.032538
0.567273 0.032031
0.572344 0.031528
0.577415 0.031028
0.582487 0.030531
0.587560 0.030037
0.592633 0.029547
0.597706 0.029059
0.602780 0.028575
0.607855 0.028094
0.612930 0.027616
0.618005 0.027141
0.623081 0.026669
0.628157 0.026200
0.633234 0.025733
0.638311 0.025270
0.643389 0.024809
0.648467 0.024351
0.653546 0.023897
0.658625 0.023444
0.663704 0.022995
0.668784 0.022548
0.673864 0.022104
0.678945 0.021663
0.684026 0.021224
0.689108 0.020788
0.694190 0.020355
0.699272 0.019924
0.704355 0.019496
0.709438 0.019070
0.714522 0.018647
0.719606 0.018227
0.724690 0.017809
0.729775 0.017394
0.734860 0.016981
0.739946 0.016571
0.745032 0.016163
0.750118 0.015758
0.755205 0.015355
0.760292 0.014955
0.765380 0.014557
0.770468 0.014162
0.775556 0.013769
0.780645 0.013379
0.785734 0.012991
0.790824 0.012605
0.795914 0.012223
0.801004 0.011842
0.806095 0.011464
0.811186 0.011089
0.816277 0.010716
0.821369 0.010346
0.826462 0.009978
0.831554 0.009613
0.836648 0.009250
0.841741 0.008890
0.846835 0.008532
0.851929 0.008177
0.857024 0.007824
0.862119 0.007474
0.867215 0.007127
0.872311 0.006782
0.877407 0.006440
0.882504 0.006100
0.887601 0.005763
0.892699 0.005429
0.897797 0.005097
0.902895 0.004769
0.907994 0.004443
0.913094 0.004119
0.918193 0.003799
0.923294 0.003481
0.928394 0.003166
0.933495 0.002854
0.938597 0.002545
0.943699 0.002238
0.948801 0.001935
0.953904 0.001634
0.959008 0.001337
0.964112 0.001042
0.969216 0.000750
0.974321 0.000462
0.979426 0.000177
0.984532 -0.000106
0.989638 -0.000385
0.994745 -0.000661
0.999853 -0.000933
